Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2012;France;Pouilly-Loché;Clos des Rocs Monopole;86;$36.00;Burgundy;Clos des Rocs 2012 Clos des Rocs Monopole (Pouilly-Loché);Chardonnay;Clos des Rocs
01/01/2012;France;Côte Rôtie;Brune et Blonde de Guigal;91;$78.00;Rhône Valley;E. Guigal 2012 Brune et Blonde de Guigal (Côte Rôtie);Syrah;E. Guigal
01/01/2012;Italy;Barbaresco;Serracapelli;88;$55.00;Piedmont;Poderi Elia 2012 Serracapelli (Barbaresco);Nebbiolo;Poderi Elia
01/01/2012;Italy;Barbaresco;Quarantadue42;88;$34.00;Piedmont;Rattalino 2012 Quarantadue42 (Barbaresco);Nebbiolo;Rattalino
01/01/2012;Italy;Barbaresco;Roncaglie;90;$70.00;Piedmont;Poderi Colla 2012 Roncaglie (Barbaresco);Nebbiolo;Poderi Colla
01/01/2012;Italy;Brunello di Montalcino;Pelagrilli;91;$42.00;Tuscany;Siro Pacenti 2012 Pelagrilli (Brunello di Montalcino);Sangiovese;Siro Pacenti
01/01/2012;France;Nuits-St.-Georges;Aux Boudots Premier Cru;93;$124.00;Burgundy;Roche de Bellene 2012 Aux Boudots Premier Cru (Nuits-St.-Georges);Pinot Noir;Roche de Bellene
01/01/2012;Italy;Rosso di Montalcino;Tirso;88;$27.00;Tuscany;Villa Le Prata 2012 Tirso (Rosso di Montalcino);Sangiovese;Villa Le Prata
01/01/2012;France;Chinon;Loire Valley;87;$13.00;Loire Valley;Sauvion 2012 Loire Valley (Chinon);Cabernet Franc;Sauvion
01/01/2012;France;Bourgogne;JJ Bourgogne Blanc;87;$20.00;Burgundy;Vincent 2012 JJ Bourgogne Blanc (Bourgogne);Chardonnay;Vincent
01/01/2012;France;Nuits-St.-Georges;Procès Premier Cru;94;$117.00;Burgundy;Joseph Drouhin 2012 Procès Premier Cru (Nuits-St.-Georges);Pinot Noir;Joseph Drouhin
01/01/2012;Italy;Rosso di Montalcino;Tirso;88;$27.00;Tuscany;Villa Le Prata 2012 Tirso (Rosso di Montalcino);Sangiovese;Villa Le Prata
01/01/2012;Italy;Barbaresco;Rabajà;92;$55.00;Piedmont;Giuseppe Cortese 2012 Rabajà (Barbaresco);Nebbiolo;Giuseppe Cortese
01/01/2012;Italy;Cortona;Marius;86;$29.00;Tuscany;Baldetti Alfonso 2012 Marius Sangiovese (Cortona);Sangiovese;Baldetti Alfonso
01/01/2012;Italy;Vernaccia di San Gimignano;Riserva;87;$33.00;Tuscany;La Lastra 2012 Riserva (Vernaccia di San Gimignano);Vernaccia;La Lastra
01/01/2012;France;Sancerre;Domaine des Emois;86;$30.00;Loire Valley;Joseph Mellot 2012 Domaine des Emois (Sancerre);Pinot Noir;Joseph Mellot
01/01/2012;France;Alsace;Seppi Landmann Zinnkoeplé Grand Cru;91;$36.00;Alsace;Domaine Rieflé-Landmann 2012 Seppi Landmann Zinnkoeplé Grand Cru Riesling (Alsace);Riesling;Domaine Rieflé-Landmann
01/01/2012;Italy;Chianti Classico;Piegaia;89;$17.00;Tuscany;Villa Calcinaia 2012 Piegaia (Chianti Classico);Sangiovese;Villa Calcinaia
01/01/2012;Italy;Montescudaio;Principe Guerriero;89;$28.00;Tuscany;Pagani de Marchi 2012 Principe Guerriero Sangiovese (Montescudaio);Sangiovese;Pagani de Marchi
01/01/2012;Italy;Soave Classico;Monte Zoppega;86;$19.00;Veneto;Nardello 2012 Monte Zoppega (Soave Classico);Garganega;Nardello
01/01/2012;France;Alsace;Letzenberg;91;$53.00;Alsace;Jean-Baptiste Adam 2012 Letzenberg Pinot Gris (Alsace);Pinot Gris;Jean-Baptiste Adam
01/01/2012;Italy;Soave Classico;Il Pigno;86;$24.00;Veneto;Marcato 2012 Il Pigno (Soave Classico);Garganega;Marcato
01/01/2012;Italy;Chianti Classico;Riserva;86;$24.00;Tuscany;Sensi 2012 Riserva (Chianti Classico);Red Blend;Sensi
01/01/2012;Italy;Toscana;Per Sempre;90;$300.00;Tuscany;Tua Rita 2012 Per Sempre Syrah (Toscana);Syrah;Tua Rita
01/01/2012;France;Pays d'Oc;Rolling Stone Grenache;87;$10.00;Languedoc-Roussillon;Pierre Qui Roule 2012 Rolling Stone Grenache Rosé (Pays d'Oc);Rosé;Pierre Qui Roule
01/01/2012;Italy;Orvieto Classico;Amabile;86;$12.00;Central Italy;Bigi 2012 Amabile (Orvieto Classico);White Blend;Bigi
01/01/2012;Italy;Barbaresco;Paolin;88;$35.00;Piedmont;Cascina Luisin 2012 Paolin (Barbaresco);Nebbiolo;Cascina Luisin
01/01/2012;France;Sancerre;Le Montarlet;87;$20.00;Loire Valley;Joseph Mellot 2012 Le Montarlet (Sancerre);Sauvignon Blanc;Joseph Mellot
01/01/2012;France;Crémant d'Alsace;Clos Liebenberg;93;$58.00;Alsace;Zusslin 2012 Clos Liebenberg Sparkling (Crémant d'Alsace);Sparkling Blend;Zusslin
01/01/2012;Italy;Barolo;Margheria;92;$85.00;Piedmont;Azelia 2012 Margheria (Barolo);Nebbiolo;Azelia
01/01/2012;France;Alsace;Goldert Grand Cru;95;$85.00;Alsace;Domaine Zind-Humbrecht 2012 Goldert Grand Cru Gewurztraminer (Alsace);Gewürztraminer;Domaine Zind-Humbrecht
01/01/2012;Italy;Barolo;Sorano;86;$75.00;Piedmont;Ascheri 2012 Sorano (Barolo);Nebbiolo;Ascheri
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Prima Volta Millesimato Dry;87;$18.00;Veneto;Giavi 2012 Prima Volta Millesimato Dry (Conegliano Valdobbiadene Prosecco Superiore);Glera;Giavi
01/01/2012;Italy;Bolgheri;Moreccio;86;$40.00;Tuscany;Casa di Terra 2012 Moreccio (Bolgheri);Red Blend;Casa di Terra
01/01/2012;Italy;Morellino di Scansano;Capatosta;91;$35.00;Tuscany;Poggio Argentiera 2012 Capatosta (Morellino di Scansano);Red Blend;Poggio Argentiera
01/01/2012;France;Pouilly-Fuissé;Marie Antoinette;86;$29.00;Burgundy;Vincent 2012 Marie Antoinette (Pouilly-Fuissé);Chardonnay;Vincent
01/01/2012;Italy;Barolo;Bricco Luciani;88;$75.00;Piedmont;Cascina del Monastero 2012 Bricco Luciani (Barolo);Nebbiolo;Cascina del Monastero
01/01/2012;France;Chablis;Fourchaume Premier Cru;85;$50.00;Burgundy;Domaine Vrignaud 2012 Fourchaume Premier Cru (Chablis);Chardonnay;Domaine Vrignaud
01/01/2012;Italy;Maremma Toscana;Poggio Bestiale;90;$60.00;Tuscany;Fattoria di Magliano 2012 Poggio Bestiale (Maremma Toscana);Red Blend;Fattoria di Magliano
01/01/2012;France;Alsace;Terroir;89;$18.00;Alsace;Domaine Zinck 2012 Terroir Pinot Gris (Alsace);Pinot Gris;Domaine Zinck
01/01/2012;Italy;Offida Pecorino;Villa Piatti;88;$22.00;Central Italy;Collevite 2012 Villa Piatti (Offida Pecorino);Pecorino;Collevite
01/01/2012;France;Sancerre;Clos Paradis;91;$24.00;Loire Valley;Domaine Fouassier 2012 Clos Paradis (Sancerre);Sauvignon Blanc;Domaine Fouassier
01/01/2012;France;Vouvray;Loire Valley;86;$12.00;Loire Valley;Sauvion 2012 Loire Valley (Vouvray);Chenin Blanc;Sauvion
01/01/2012;Italy;Chianti Classico;Capotondo;90;$20.00;Tuscany;Castelvecchi 2012 Capotondo (Chianti Classico);Red Blend;Castelvecchi
01/01/2012;Italy;Morellino di Scansano;Mentore;88;$14.00;Tuscany;Fattoria Mantellassi 2012 Mentore (Morellino di Scansano);Red Blend;Fattoria Mantellassi
01/01/2012;Italy;Rosso di Montalcino;Paolus;88;$20.00;Tuscany;Molino di Sant'Antimo 2012 Paolus (Rosso di Montalcino);Sangiovese;Molino di Sant'Antimo
01/01/2012;France;Cahors;Expression;92;$23.00;Southwest France;Château Lamartine 2012 Expression Malbec (Cahors);Malbec;Château Lamartine
01/01/2012;Italy;Sicilia;Rosso delle Rose;86;$15.00;Sicily & Sardinia;Masseria del Feudo 2012 Rosso delle Rose Nero d'Avola (Sicilia);Nero d'Avola;Masseria del Feudo
01/01/2012;Italy;Barbaresco;Bric Baitin;87;$50.00;Piedmont;Moccagatta 2012 Bric Baitin (Barbaresco);Nebbiolo;Moccagatta
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Villa Torre;88;$14.00;Central Italy;Tenuta di Tavignano 2012 Villa Torre (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Tenuta di Tavignano
01/01/2012;France;Vouvray;Cuvée Prédilection Brut;91;$20.00;Loire Valley;Château Moncontour 2012 Cuvée Prédilection Brut (Vouvray);Chenin Blanc;Château Moncontour
01/01/2012;France;Alsace;Rangen Grand Cru;90;$40.00;Alsace;Wolfberger 2012 Rangen Grand Cru Pinot Gris (Alsace);Pinot Gris;Wolfberger
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Animae Brut Millesimato;85;$26.00;Veneto;Perlage 2012 Animae Brut Millesimato (Conegliano Valdobbiadene Prosecco Superiore);Glera;Perlage
01/01/2012;France;Blaye Côtes de Bordeaux;Grand Vin;89;$25.00;Bordeaux;Château la Baronnerie 2012 Grand Vin (Blaye Côtes de Bordeaux);Sauvignon Blanc;Château la Baronnerie
01/01/2012;France;Lalande de Pomerol;Château la Croix;87;$30.00;Bordeaux;Château Roc de Boissac 2012 Château la Croix (Lalande de Pomerol);Merlot;Château Roc de Boissac
01/01/2012;Italy;Toscana;Carato;87;$10.00;Tuscany;Erik Banti 2012 Carato Red (Toscana);Red Blend;Erik Banti
01/01/2012;Italy;Vino Spumante;Grave di Stecca Brut;93;$49.00;Italy Other;Nino Franco 2012 Grave di Stecca Brut Glera (Vino Spumante);Glera;Nino Franco
01/01/2012;Italy;Chianti Classico;Villa Antinori Riserva;91;$35.00;Tuscany;Marchesi Antinori 2012 Villa Antinori Riserva (Chianti Classico);Red Blend;Marchesi Antinori
01/01/2012;France;Muscadet Sèvre et Maine Clisson;Clisson;93;$25.00;Loire Valley;Domaine de la Pepière 2012 Clisson (Muscadet Sèvre et Maine Clisson);Melon;Domaine de la Pepière
01/01/2012;France;Saint-Véran;Les Deux Moulins;87;$23.00;Burgundy;Louis Latour 2012 Les Deux Moulins (Saint-Véran);Chardonnay;Louis Latour
01/01/2012;France;Bourgueil;Cuvée les Rochettes;91;$20.00;Loire Valley;Domaine les Pins 2012 Cuvée les Rochettes Cabernet Franc (Bourgueil);Cabernet Franc;Domaine les Pins
01/01/2012;France;Mâcon-Vergisson;La Roche;87;$17.00;Burgundy;Domaine Sangouard-Guyot 2012 La Roche (Mâcon-Vergisson);Chardonnay;Domaine Sangouard-Guyot
01/01/2012;Italy;Barolo;Bussia;88;$55.00;Piedmont;Giacosa Fratelli 2012 Bussia (Barolo);Nebbiolo;Giacosa Fratelli
01/01/2012;France;Blaye Côtes de Bordeaux;Excellence;84;$28.00;Bordeaux;Château Tour Saint-Germain 2012 Excellence (Blaye Côtes de Bordeaux);Bordeaux-style Red Blend;Château Tour Saint-Germain
01/01/2012;Italy;Soave;Corte Giacobbe;85;$12.00;Veneto;Dal Cero Tenuta di Corte Giacobbe 2012 Corte Giacobbe (Soave);Garganega;Dal Cero Tenuta di Corte Giacobbe
01/01/2012;Italy;Terre Siciliane;Helios;86;$26.00;Sicily & Sardinia;Di Giovanna 2012 Helios Red (Terre Siciliane);Red Blend;Di Giovanna
01/01/2012;Italy;Barolo;Monvigliero;92;$67.00;Piedmont;Paolo Scavino 2012 Monvigliero (Barolo);Nebbiolo;Paolo Scavino
01/01/2012;Italy;Bolgheri;Greppicante;87;$20.00;Tuscany;I Greppi 2012 Greppicante (Bolgheri);Red Blend;I Greppi
01/01/2012;France;Côtes de Provence;Cuvée 1610;92;$38.00;Provence;Château Grand Boise 2012 Cuvée 1610 Red (Côtes de Provence);Provence red blend;Château Grand Boise
01/01/2012;France;Sancerre;Jadis;95;$55.00;Loire Valley;Henri Bourgeois 2012 Jadis (Sancerre);Sauvignon Blanc;Henri Bourgeois
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Bade;87;$20.00;Veneto;Valdellövo 2012 Bade (Conegliano Valdobbiadene Prosecco Superiore);Sparkling Blend;Valdellövo
01/01/2012;France;Chassagne-Montrachet;La Maltroie Premier Cru;93;$80.00;Burgundy;Au Pied du Mont Chauve 2012 La Maltroie Premier Cru (Chassagne-Montrachet);Chardonnay;Au Pied du Mont Chauve
01/01/2012;France;Pouilly-Fumé;Cuvée Silice;88;$25.00;Loire Valley;Francis Blanchet 2012 Cuvée Silice (Pouilly-Fumé);Sauvignon Blanc;Francis Blanchet
01/01/2012;Italy;Barolo;Ginestra;90;$100.00;Piedmont;Seghesio 2012 Ginestra (Barolo);Nebbiolo;Seghesio
01/01/2012;France;Fronton;La Folle Noire d'Ambat;88;$19.00;Southwest France;Le Roc 2012 La Folle Noire d'Ambat Negrette (Fronton);Negrette;Le Roc
01/01/2012;Italy;Barolo;San Carlo;88;$29.00;Piedmont;Dezzani 2012 San Carlo (Barolo);Nebbiolo;Dezzani
01/01/2012;Italy;Delia Nivolelli;Cutaja Riserva;87;$14.00;Sicily & Sardinia;Caruso & Minini 2012 Cutaja Riserva Nero d'Avola (Delia Nivolelli);Nero d'Avola;Caruso & Minini
01/01/2012;France;Bordeaux;La Croix Barton Merlot-Cabernet Sauvignon;85;$10.00;Bordeaux;Schröder & SchÃ¿ler 2012 La Croix Barton Merlot-Cabernet Sauvignon (Bordeaux);Bordeaux-style Red Blend;Schröder & SchÃ¿ler
01/01/2012;Italy;Offida Pecorino;Rugaro Gold;89;$17.00;Central Italy;Colli Ripani 2012 Rugaro Gold (Offida Pecorino);Pecorino;Colli Ripani
01/01/2012;Italy;Barolo;Cannubi Boschis;94;$165.00;Piedmont;Sandrone 2012 Cannubi Boschis (Barolo);Nebbiolo;Sandrone
01/01/2012;France;Cahors;Classic;89;$16.00;Southwest France;Château Famaey 2012 Classic Malbec (Cahors);Malbec;Château Famaey
01/01/2012;Italy;Toscana;Paleo Bianco;88;$75.00;Tuscany;Le Macchiole 2012 Paleo Bianco White (Toscana);White Blend;Le Macchiole
01/01/2012;France;Lalande de Pomerol;Château la Croix;87;$30.00;Bordeaux;Château Roc de Boissac 2012 Château la Croix (Lalande de Pomerol);Merlot;Château Roc de Boissac
01/01/2012;Italy;Barolo;San Giacomo;88;$70.00;Piedmont;Stroppiana 2012 San Giacomo (Barolo);Nebbiolo;Stroppiana
01/01/2012;Italy;Barbera d'Asti;Nizza La Vigna dell'Angelo;88;$85.00;Piedmont;Cascina La Barbatella 2012 Nizza La Vigna dell'Angelo (Barbera d'Asti);Barbera;Cascina La Barbatella
01/01/2012;Italy;Barolo;Rocche di Castelletto;87;$75.00;Piedmont;Cascina Chicco 2012 Rocche di Castelletto (Barolo);Nebbiolo;Cascina Chicco
01/01/2012;Italy;Barolo;Ravera di Monforte;93;$45.00;Piedmont;Rocca Giovanni 2012 Ravera di Monforte (Barolo);Nebbiolo;Rocca Giovanni
01/01/2012;Italy;Toscana;Sotirio;89;$32.00;Tuscany;PoderNuovo a Palazzone 2012 Sotirio Red (Toscana);Red Blend;PoderNuovo a Palazzone
01/01/2012;France;Saint-Aubin;Le Charmois Premier Cru;88;$40.00;Burgundy;Au Pied du Mont Chauve 2012 Le Charmois Premier Cru (Saint-Aubin);Pinot Noir;Au Pied du Mont Chauve
01/01/2012;Italy;Langhe;Crosè';87;$19.00;Piedmont;Pasquale Pelissero 2012 Crosè' Nebbiolo (Langhe);Nebbiolo;Pasquale Pelissero
01/01/2012;Italy;Toscana;Ferraiolo;86;$40.00;Tuscany;Agricoltori del Chianti Geografico 2012 Ferraiolo Red (Toscana);Red Blend;Agricoltori del Chianti Geografico
01/01/2012;Italy;Barbera d'Alba;Donna Luciana;87;$18.00;Piedmont;Moscone 2012 Donna Luciana (Barbera d'Alba);Barbera;Moscone
01/01/2012;Italy;Toscana;Insoglio del Cinghiale;91;$30.00;Tuscany;Campo di Sasso 2012 Insoglio del Cinghiale Red (Toscana);Red Blend;Campo di Sasso
01/01/2012;Italy;Barbaresco;Serraboella;93;$90.00;Piedmont;Rivetti Massimo 2012 Serraboella (Barbaresco);Nebbiolo;Rivetti Massimo
01/01/2012;Italy;Fiano di Avellino;Selvecorte;88;$23.00;Southern Italy;Contrada Michele 2012 Selvecorte (Fiano di Avellino);Fiano;Contrada Michele
01/01/2012;Italy;Greco di Tufo;Cutizzi;90;$37.00;Southern Italy;Feudi di San Gregorio 2012 Cutizzi (Greco di Tufo);Greco;Feudi di San Gregorio
01/01/2012;Italy;Toscana;Terre di Cino;91;$29.00;Tuscany;Fattoria Torre a Cona 2012 Terre di Cino Sangiovese (Toscana);Sangiovese;Fattoria Torre a Cona
01/01/2012;Italy;Barolo;Aculei;85;$47.00;Piedmont;La Bioca 2012 Aculei (Barolo);Nebbiolo;La Bioca
01/01/2012;Italy;Barolo;Bussia Trentaquattro 34;86;$75.00;Piedmont;Rattalino 2012 Bussia Trentaquattro 34 (Barolo);Nebbiolo;Rattalino
01/01/2012;France;Côtes de Provence;Breezette;86;$18.00;Provence;Domaine de la Sanglière 2012 Breezette Rosé (Côtes de Provence);Rosé;Domaine de la Sanglière
01/01/2012;Italy;Maremma Toscana;Ammiraglia;90;$55.00;Tuscany;Marchesi de' Frescobaldi 2012 Ammiraglia (Maremma Toscana);Syrah;Marchesi de' Frescobaldi
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Riva dei Fiori Brut;86;$23.00;Veneto;Montesel 2012 Riva dei Fiori Brut (Conegliano Valdobbiadene Prosecco Superiore);Glera;Montesel
01/01/2012;Italy;Maremma Toscana;Perenzo;89;$65.00;Tuscany;Fattoria di Magliano 2012 Perenzo (Maremma Toscana);Syrah;Fattoria di Magliano
01/01/2012;Italy;Puglia;Monte dei Cocci;86;$10.00;Southern Italy;Tenute Girolamo 2012 Monte dei Cocci Negroamaro (Puglia);Negroamaro;Tenute Girolamo
01/01/2012;France;Pauillac;Château Tour Pibran;91;$32.00;Bordeaux;Château Pibran 2012 Château Tour Pibran (Pauillac);Bordeaux-style Red Blend;Château Pibran
01/01/2012;Italy;Vermentino di Sardegna;Costamolino;89;$16.00;Sicily & Sardinia;Argiolas 2012 Costamolino (Vermentino di Sardegna);Vermentino;Argiolas
01/01/2012;Italy;Chianti Classico;Riserva;92;$55.00;Tuscany;Nittardi 2012 Riserva (Chianti Classico);Red Blend;Nittardi
01/01/2012;Italy;Orvieto Classico Superiore;Luigi e Giovanna;88;$50.00;Central Italy;Barberani 2012 Luigi e Giovanna (Orvieto Classico Superiore);White Blend;Barberani
01/01/2013;France;Chablis;Fourchaume Premier Cru;92;$46.00;Burgundy;Domaine Gérard Duplessis 2013 Fourchaume Premier Cru (Chablis);Chardonnay;Domaine Gérard Duplessis
01/01/2013;France;Tavel;Les Églantiers;89;$15.00;Rhône Valley;Brotte 2013 Les Églantiers (Tavel);Rosé;Brotte
01/01/2013;France;Coteaux Varois en Provence;Terres de Saint-Louis;84;$12.00;Provence;Estandon 2013 Terres de Saint-Louis Rosé (Coteaux Varois en Provence);Rosé;Estandon
01/01/2013;France;Alsace;Fronholz;92;$57.00;Alsace;Domaine Ostertag 2013 Fronholz Pinot Gris (Alsace);Pinot Gris;Domaine Ostertag
01/01/2013;France;Bordeaux;Merlot du Château Sainte Barbe;84;$14.00;Bordeaux;Château Sainte Barbe 2013 Merlot du Château Sainte Barbe (Bordeaux);Merlot;Château Sainte Barbe
01/01/2013;France;Pouilly-Fuissé;Cuvée Marie-Antoinette;89;$39.00;Burgundy;Vincent 2013 Cuvée Marie-Antoinette (Pouilly-Fuissé);Chardonnay;Vincent
01/01/2013;Italy;Toscana;Montesodi;93;$44.00;Tuscany;Marchesi de' Frescobaldi 2013 Montesodi Sangiovese (Toscana);Sangiovese;Marchesi de' Frescobaldi
01/01/2013;Italy;Colli Orientali del Friuli;Turian;88;$24.00;Northeastern Italy;Collavini 2013 Turian Ribolla Gialla (Colli Orientali del Friuli);Ribolla Gialla;Collavini
01/01/2013;France;Alsace;Rotenberg;93;$60.00;Alsace;Domaine Zind-Humbrecht 2013 Rotenberg Pinot Gris (Alsace);Pinot Gris;Domaine Zind-Humbrecht
01/01/2013;France;Alsace;Rosenberg;90;$25.00;Alsace;Domaine Ehrhart 2013 Rosenberg Gewurztraminer (Alsace);Gewürztraminer;Domaine Ehrhart
01/01/2013;Italy;Terre Siciliane;Chiaramonte;85;$15.00;Sicily & Sardinia;Firriato 2013 Chiaramonte Nero d'Avola (Terre Siciliane);Nero d'Avola;Firriato
01/01/2013;Italy;Barbaresco;SorÃ¬ Paitin;91;$48.00;Piedmont;Paitin 2013 SorÃ¬ Paitin (Barbaresco);Nebbiolo;Paitin
01/01/2013;Italy;Etna;Bianco;89;$25.00;Sicily & Sardinia;Cantine Russo 2013 Bianco (Etna);White Blend;Cantine Russo
01/01/2013;France;Bordeaux Rosé;Rosé de Guiet;86;$14.00;Bordeaux;Château Tour de Guiet 2013 Rosé de Guiet Rosé (Bordeaux Rosé);Rosé;Château Tour de Guiet
01/01/2013;Italy;Toscana;Velthune;88;$40.00;Tuscany;Tenuta Poggio Rosso 2013 Velthune Cabernet Sauvignon (Toscana);Cabernet Sauvignon;Tenuta Poggio Rosso
01/01/2013;France;Pommard;Les Rugiens Premier Cru;91;$109.00;Burgundy;Jean-Luc and Paul Aegerter 2013 Les Rugiens Premier Cru (Pommard);Pinot Noir;Jean-Luc and Paul Aegerter
01/01/2013;Italy;Terrazze Retiche di Sondrio;Ca' Brione;89;$36.00;Lombardy;Nino Negri 2013 Ca' Brione White (Terrazze Retiche di Sondrio);White Blend;Nino Negri
01/01/2013;Italy;Barolo;Bricco Boschis;96;$90.00;Piedmont;Cavallotto 2013 Bricco Boschis (Barolo);Nebbiolo;Cavallotto
01/01/2013;France;Côtes de Provence;Quat' Saisons;90;$24.00;Provence;Château la Mascaronne 2013 Quat' Saisons Rosé (Côtes de Provence);Rosé;Château la Mascaronne
01/01/2013;France;Morgon;Côte de Py Vieilles Vignes;91;$28.00;Beaujolais;Laurent Gauthier 2013 Côte de Py Vieilles Vignes (Morgon);Gamay;Laurent Gauthier
01/01/2013;Italy;Toscana;Polissena;87;$28.00;Tuscany;Il Borro 2013 Polissena Sangiovese (Toscana);Sangiovese;Il Borro
01/01/2013;France;Chablis;Vaillons Premier Cru;92;$52.00;Burgundy;Domaine Christian Moreau Père et Fils 2013 Vaillons Premier Cru (Chablis);Chardonnay;Domaine Christian Moreau Père et Fils
01/01/2013;France;Madiran;Aydie l'Origine;90;$14.00;Southwest France;Château d'Aydie 2013 Aydie l'Origine Tannat-Cabernet (Madiran);Tannat-Cabernet;Château d'Aydie
01/01/2013;France;Tavel;Domaine des Muretins;85;$20.00;Rhône Valley;Dauvergne & Ranvier 2013 Domaine des Muretins (Tavel);Rosé;Dauvergne & Ranvier
01/01/2013;France;Chablis;Valmur Grand Cru;96;$62.00;Burgundy;Domaine Jean-Paul et Benoît Droin 2013 Valmur Grand Cru (Chablis);Chardonnay;Domaine Jean-Paul et Benoît Droin
01/01/2013;France;Chevalier-Montrachet;Les Demoiselles;97;$476.00;Burgundy;Louis Jadot 2013 Les Demoiselles (Chevalier-Montrachet);Chardonnay;Louis Jadot
01/01/2013;France;Alsace;Tradition;86;$17.00;Alsace;Domaine Michel Fonne 2013 Tradition Pinot Noir (Alsace);Pinot Noir;Domaine Michel Fonne
01/01/2013;France;Alsace;Sonnenberg;92;$28.00;Alsace;Maurice Schoech & Fils 2013 Sonnenberg Riesling (Alsace);Riesling;Maurice Schoech & Fils
01/01/2013;France;Pouilly-Fuissé;Vers Châne;92;$40.00;Burgundy;Château de Lavernette 2013 Vers Châne (Pouilly-Fuissé);Chardonnay;Château de Lavernette
01/01/2013;France;Saint-Véran;Sur la Carrière;86;$43.00;Burgundy;Domaine de la Croix Senaillet 2013 Sur la Carrière (Saint-Véran);Chardonnay;Domaine de la Croix Senaillet
01/01/2013;France;Côtes de Provence;Les Papilles;88;$15.00;Provence;Les Vignobles Gueissard 2013 Les Papilles Rosé (Côtes de Provence);Rosé;Les Vignobles Gueissard
01/01/2013;France;Alsace;Zellberg;93;$58.00;Alsace;Domaine Ostertag 2013 Zellberg Pinot Gris (Alsace);Pinot Gris;Domaine Ostertag
01/01/2013;France;Vin de France;SLS Single Blend;85;$12.00;France Other;Sacha Lichine 2013 SLS Single Blend Rosé (Vin de France);Rosé;Sacha Lichine
01/01/2013;Italy;Toscana;Siepi;91;$140.00;Tuscany;Mazzei 2013 Siepi Red (Toscana);Red Blend;Mazzei
01/01/2013;France;Bergerac Sec;Réserve;88;$13.00;Southwest France;Château Bélingard 2013 Réserve White (Bergerac Sec);Bordeaux-style White Blend;Château Bélingard
